tanggal,tweet,wisata_hiburan,pendidikan,fasilitas_layanan_publik,kuliner
2021-10-05,"HUT TNI ke-76, Kapolres Tegal Kota Beri Kejutan untuk Dandim 0712/Tegal https://t.co/aG4TsRGLAm @InfoPewarta @infotegal2 @babinsa_peduli",-1,-1,1,-1
2021-10-20,"Atas penghargaan ini,  Bakeuda Kota Tegal mengucapkan terima kasih kpd KPKNL Tegal atas penghargaan serta kerjasama yg tlh terjalin selama ini sehingga sangat membantu Pemerintah Kota Tegal dlm rangka tertib BMD &amp; peningkatan Pendapatan Asli Daerah (PAD) dari pelaksanaan lelang. https://t.co/loHsGDTON2",-1,-1,1,-1
2021-10-21,"Pemerintah Kota Tegal menggelar Tasyakuran di Taman Pancasila Kota Tegal.
https://t.co/o9ijKlHrOv",1,-1,1,-1
2021-10-26,"SAT POLAIRUD POLRES TEGAL KOTA

 Sat Polairud Polres Tegal Kota telah mengikuti kegiatan Penanaman Manggrove dan bersih bersih Pantai yang diadakan oleh Dinas Kelautan dan Perikanan Kota Tegal beserta intansi lainnya dalam rangka HUT KKP ke 22, yang dilokasi di Obyek Wisata Pula https://t.co/sLzjn4nieP",1,-1,1,-1
2021-10-24,"SATPOLAIRUD POLRES TEGAL KOTA

 kegiatan Pengamanan di Obyek Wisata, giat bersih bersih pantai Anggota Polres Tegal Kota dengan dinas terkait dan pengamanan giat Vaksinasi Dosis 1 dan 2 jenis Sinovak dan Moderna di Sekitar Obyek Wisata Pai Tegal Kota sbb https://t.co/2rPzDnf2M3",1,-1,1,-1
2021-10-25,"@abiridwan2173 @aldilalindap Coba di cek pak, yang lolos PG dan tdak di seluruh indonesia, presentasenya berapa? Di aceh singkil ,bkd nya menyurati bkn untuk penurunan pg/ perangkingan. di kab. Brebes (formasi pamong belajr) yg lolos 1 orang dr 60 pelamar, kota tegal (formasi PB, blm ada yg lolos pg).",-1,-1,-1,-1
2021-10-04,"G ---- A/H/S, Kota Pekalongan
G ---- B/K/O/T, Kab Pekalongan
G ---- C/L/V/X, Kab Batang
G ---- D/M/I/W, Kab Pemalang
G ---- E/N/Y, Kota Tegal
G ---- F/P/Q/Z, Kab Tegal
G ---- G/J/R/U, Kab Brebes",-1,-1,-1,-1
2021-10-31,"Sudah jarang banget nih Es Sagwan yang warnanya coklat, kebanyakan warnanya merah muda. Nah salah satu yang masih bisa ditemui adalah yang ada di sebelah PMI Kota Tegal (Jl. Aiptu KS. Tubun) . Harganya juga masih murah meriah, 7k (dine in) dan 6k (take away). https://t.co/vlB5kZevWL",-1,-1,-1,1
2021-10-21,"PENELUSURAN KADER POTENSIAL (TALENT SCOUTING) TAHUN 2021
Pemerintah Kota Tegal melalui BKPPD Kota Tegal melaksanakan kegiatan tentang talent scouting dengan salah satu tujuan yaitu meningkatnya kualitas pelayanan masyarakat Kota Tegal melalui peningkatan kualitas SDM aparatur. https://t.co/Nfbbiy9rXB",-1,-1,1,-1
2021-10-18,"Sosialisasi Program Perempuan Untuk Anak Negeri

Ketua DPRD Kota Tegal, Kusnendro menghadiri kegiatan sosialisasi Perempuan Untuk Anak Negeri yang di inisiasi oleh DPD PDI Perjuangan Jateng Di kantor sekretariat DPC PDI Perjuangan Kabupaten Tegal.

#PDIPerjuangan 
#SolidBergerak https://t.co/VG0x0ip28Q",-1,-1,-1,-1
2021-10-26,"Reposted from @kpu_ri #TemanPemilih, Anggota KPU RI Pramono Ubaid Tanthowi menerima penyerahan Berita Acara Serah Terima (BAST) dan Naskah Perjanjian Hibah Daerah (NPHD) Hibah Tanah seluas 2500 M2 dari Wali Kota Tegal Dedy Yon Supriyono untuk dibangun gedung kantor KPU Kota … https://t.co/YDIJvEgOan",-1,-1,-1,-1
2021-10-12,"Dalam rangka mendukung program Polda Jateng Mageri Segoro, Polres Tegal Kota menggelar kegiatan penanaman 10.000 pohon mangrove di pesisir pantai Komodo, Kelurahan Panggung Kecamatan Tegal Timur Kota Tegal
Via @narkobatglkota 
#BersamaElshinta https://t.co/mu6BOjqCp4",1,-1,1,-1
2021-10-20,"BERSEPEDA BERSAMA UNTUK SINERGITAS KINERJA

Tanpa rencana matang, berawal dari bincang-bincang santai, Dinas Tenaga Kerja dan Perindustrian Kota Tegal dgn BPJS Ketenagakerjaan Cabang Tegal menggelar acara Gowes Pagi Cari Sarapan, Rabu (20/10). Sepedaan yang dilabeli Gowes PACARAN https://t.co/YvdODepbn4",-1,-1,-1,-1
2021-10-07,"@tegalfess Tropis Apparel

Jl. Gatot Subroto, Keturen, Kec. Tegal Sel., Kota Tegal, Jawa Tengah 52134
0878-7743-1183

https://t.co/D7oW1XTj19",-1,-1,-1,1
2021-10-24,"Laporan Implementasi Proyek Perubahan Ka. Dinas Pendidikan dan Kebudayaan Kota Tegal.
Strategi Peningkatan Pelayanan Pendidikan Melalui Asela Dijaketi (Gerakan Ayo Sekolah Lagi Yang Terintegrasi Dengan Pendidikan Kejar Paket Dan Inklusi) Di Kota Tegal.
https://t.co/l9qjUkvJA8",-1,-1,-1,-1
2021-10-31,"Asa Darsiti untuk Kaum Marginal Terminal Kota Tegal

Selengkapnya di: https://t.co/HRKMRFut4w https://t.co/A446ieNKPV",-1,-1,-1,-1
2021-10-20,KPKNL Tegal menyerahkan piagam penghargaan kepada Badan Keuangan Daerah (BAKEUDA) Kota Tegal sebagai Pemohon Lelang Barang Milik Daerah (BMD) terbaik tahun 2020 sekaligus koordinasi dalam rangka akselerasi permohonan lelang BMD dalam rangka pencapaian target pokok lelang. https://t.co/SZIvQRzid9,-1,-1,1,-1
2021-10-21,Anak-anak pembelajar di Taman Bacaan Masyarakat (TBM) Sakila KertI di terminal bis kota dan juga di Pantai Indah Kota Tegal mendapatkan tafsir Al Quran dari Kang @maman1965 https://t.co/jnYKlxPRm8,-1,-1,-1,-1
2021-10-13,"“Salah satu hasil inovasi tsb diwujudkan dalam bentuk purwarupa rumah susun hemat energi yg telah terbangun di Kota Tegal. Dlm 5 tahun ke depan, purwarupa Rusunawa Rendah Karbon akan dibangun di Kota Tegal,” tutur Dian.",-1,-1,-1,-1
2021-10-21,OJK menerima 62 aduan soal pinjol di Kota Tegal. Warga mengadu soal penagihan yang meresahkan dan bunga pinjaman yang memberatkan. https://t.co/zVuv6ti0qd,-1,-1,1,-1
2021-10-10,"Pagi #SahabatBahari @kkpgoid, saatnya #pantuntoday nih.

Dari Semarang ke Kota Tegal
Dari Medan ke Berastagi
Budidaya Udang di Tambak Milenial
Budidayanya dengan Sistem Teknologi

#akuakulturberkelanjutan
#SaktiWahyuTrenggono
#MenteriKKP
#ayobudidayaikan
#KKPRebound https://t.co/IXJJTboTaG",-1,-1,-1,-1
2021-10-21,"Wali Kota Tegal, H. Dedy Yon Supriyono memberikan apresiasi kepada Rukun Warga (RW) di Kecamatan Tegal Timur yang cakupan vaksinasinya tertinggi.
https://t.co/jT4XyC2n0X",-1,-1,1,-1
2021-10-28,"Ruang Publik di Kota Tegal Mulai Dibuka, Pengunjung Wajib Vaksin

#pemerintah #kota #pemkot #tegal #jawa #tengah #ppkm #ruang #publik #divaksin https://t.co/8nPoIIFbed",-1,-1,1,-1
2021-10-27,"Ini Langkah Kota Tegal Antisipasi Gelombang Ketiga Covid-19

#gelombang ketiga #covid #19 #kota tegal https://t.co/vKp4iJf4w1",-1,-1,1,-1
2021-10-09,"Wujudkan Kota Tegal bersih Narkoba
Kalapas Slawi hadiri diseminasi informasi P4GN, dalam seni kampanye anti narkoba https://t.co/tfWbIOjaNZ",-1,-1,-1,-1
2021-10-21,Pada tanggal 28 September 2021 telah dilaksanakan Sosialisasi Penelusuran Kader Potensial (Talent Scouting) untuk pengisian jabatan administrasi dan jabatan pengawas di lingkungan Pemerintah Kota Tegal. https://t.co/Z7HocopPRl,-1,-1,-1,-1
2021-10-30,"Live Report Kasatlantas Polres Tegal Kota.

Melaporkan dari Jalan Arteri Yos Sudarso Kota Tegal arrus lalu lintas dari kedua arah terpantau lancar tidak ada kendala. https://t.co/aVlr74sO9L",-1,-1,1,-1
2021-10-21,Adapun pelaksanaan penilaian kompetensi dalam kegiatan penelusuran kader potensial (Talent Scouting) tahun 2021 diselenggarakan pada tanggal 21 – 22 Oktober 2021 bertempat di UPTD SPF SMPN 1 Kota Tegal. Selengkapnya https://t.co/JcMdJHZzIg https://t.co/mTbcNTZ7K0,-1,-1,-1,-1
2021-10-22,2 Bulan Terakhir Kota Tegal Nihil Covid-19 https://t.co/Me6gQXLutm via @medcom_id #cekdulumedcom #carabarumenikmatimedcom,-1,-1,-1,-1
2021-10-03,@panad0rable Kota Tegal?,1,-1,-1,1
2021-10-21,"Rancanangan Peraturan Daerah (Raperda) tentang Penyelenggaraan Ketenagakerjaan Kota Tegal akhirnya disetujui menjadi Peraturan Daerah (Perda) oleh Dewan Perwakilan Rakyat Daerah (DPRD) Kota Tegal.
https://t.co/Kev7a4Xhro",-1,-1,-1,-1
2021-10-26,"Sahabat Ganjar melakukan aksi grebek pesantren, untuk memperingati hari santri Nasional yang bertepatan 22 Oktober 2021

Pesantren yang menjadi tujuan di kota Tegal, Pemalang, Purbalingga, Purwokerto dan Banjarnegara, semuanya di Jateng

#SahabatGanjar
https://t.co/yyfg31Tpw1",-1,-1,-1,-1
2021-10-27,"... tren kasus aktif Covid-19, pemeriksaan spesimen PCR; 
2. Jateng level 1 kota Semarang dan kota Tegal positif rate kurang dari 5% tracing kontak erat masih rendah; 
3. Vaksinasi yang sudah divaksin 16jt; 
4. Cakupan dosis 1 dan 2 di Jateng; 
5. Laju kecepatan vaksinasi agak...",-1,-1,-1,-1
2021-10-06,"Pembukaan Acara Kegiatan Hantaru 2021 Kantor Pertanahan Kota Tegal.

#ATRBPNSenangMemudahkan 
#ATRBPNKiniLebihBaik 
#ATRBPNjateng https://t.co/zauVABpyZZ",-1,-1,-1,-1
2021-10-27,"#live wawancara dengan Wakil Walikota Tegal Muhammad Jumadi terkait istri pejabat pemerintah kota Tegal gunakan mobil plat merah ke tempat hiburan malam.

Selengkapnya di 88.8FM PRO 3 RRI. -AMD",-1,-1,-1,-1
2021-10-18,"Laboratorium Polimerase Chain Reaction (PCR) yang dikelola RSUD Kardinah Kota Tegal, Senin (18/10/2021), diresmikan Wali Kota Tegal, Dedy Yon Supriyono. #publisherstory https://t.co/4KIBR60tVp",-1,-1,1,-1
2021-10-25,"Keberatan dengan pencopotan sejumlah spanduk bernada kritikan oleh Satpol PP Kota Tegal , P3 JAYA akan melayangkan somasi kepada Kepala Satpol PP Kota Tegal, Hartoto. #publisherstory https://t.co/pnLz02kRmj",-1,-1,-1,-1
2021-10-15,"Sekretaris Disporapar Kota Tegal, Abdan Harimurti menyampaikan, masih ditutupnya pintu masuk PAI sebelah timur merupakan kebijakan langsung dari Wali Kota Tegal. #publisherstory https://t.co/64ZgNvBHCO",-1,-1,1,-1
2021-10-25,"Usai menjambret sebuah handphone milik warga, sepasang kekasih berinisial FMN (25) dan ARP (22), warga Kecamatan Tegal Barat, Kota Tegal ditangkap Tim Resmob Polres Tegal Kota. #publisherstory https://t.co/XJTTyzqxU6",-1,-1,1,-1
2021-10-19,"Capaian vaksinasi dosis pertama di Kota Tegal sudah 98,60 persen dari sasaran 213.046 jiwa. Sedangkan untuk dosis kedua 60,90 persen. https://t.co/02JnhDwJ7p",-1,-1,-1,-1
2021-10-21,"Mbah Tarmi, warga lanjut usia (lansia) berusia 102 tahun di Kota Tegal, Jawa Tengah, akhirnya tuntas menjalani vaksinasi Covid-19. https://t.co/QORj8MzfeR",-1,-1,-1,-1
2021-10-04,"Pembangunan proyek ""Malioboro"" banyak mendapat penolakan dari warga yang tinggal maupun beraktivitas di di Jalan Ahmad Yani, Kota Tegal, Jawa Tengah. https://t.co/F9roUFNmdI",-1,-1,-1,-1
2021-10-20,"Warga Kota Tegal, Jawa Tengah, yang menjadi korban pinjaman online (pinjol) diminta untuk melapor ke pihak kepolisian. https://t.co/QLfoQigDZi",-1,-1,1,-1
2021-10-07,"Polisi mengungkap kasus dugaan peredaran BBM ilegal jenis solar yang diperjualbelikan untuk industri perikanan di Kota Tegal, Jateng. https://t.co/2fjXorrTEb",-1,-1,1,-1
2021-10-01,"Giliran SD di Kota Tegal, Jateng, diizinkan menggelar Pembelajaran Tatap Muka (PTM) secara terbatas. Total ada 20 SD yang diizinkan melaksanakan PTM. https://t.co/ZP0BHOMDUu",-1,1,-1,-1
2021-10-29,"Nganggo cara simbolis, Taman Pancasila dibuka daning Wali Kota Tegal, Dedy Yon Supriyono bareng karo Deputy Eksekutif Fast Presiden KAI Daop IV Semarang, Setio Rini. #publisherstory https://t.co/TW7sz4Z1qC",-1,-1,-1,-1
2021-10-19,"Mas Uyip Ajak Kader PDI Perjuangan Kota Tegal Jaga Kesolidan https://t.co/nt7ai8XK7Q lewat @DERAP JUANG
#PDIPerjuangan
#KandangBant3ng",-1,-1,-1,-1
2021-10-29,"Memilah dan mendaur ulang sampah rumah tangga menjadi upaya terkecil yang bisa kita lakukan untuk menekan dampak perubahan iklim. Di Kota Tegal, Jateng belasan orang tergerak mendaur ulang sampah demi tujuan tersebut. #Nusantara #AdadiKompas 

https://t.co/gSWJx5dB2P",-1,-1,-1,-1
2021-10-22,"Simak cerita Tarmi lansia tertua di Kota Tegal. Wanita berumur 102 tahun ini berhasil divaksin dosis pertama dan kedua setelah belasan kali mengikuti penapisan. #Nusantara #AdadiKompas @Kristilusia 

https://t.co/UBuMoPPkGP",-1,-1,-1,-1
2021-10-01,"Pembelajaran tatap muka tingkat SD mulai digelar sebagian sekolah di Kota Tegal, Jawa Tengah. Sekolah-sekolah lain yang belum menggelar, didorong segera mengajukan izin penyelenggaraan PTM. #Nusantara #AdadiKompas
@Kristilusia

https://t.co/s3NKkHRFHy",-1,1,-1,-1
2021-10-23,"Selain pelantikan dan pengukuhan pengurus SGN Kota Tegal, Kabupaten Tegal dan Kabupaten Brebes, SGN juga melaksanakan berbagai kegiatan diantaranya vaksinasi dan santri gayeng berbagi. 

Nyuwun doa restunya njih, mugi-mugi acara pada hari ini lancar.

@TajYasinMZ 
@gayengco https://t.co/HJhFqImQE7",-1,-1,-1,-1
2021-10-05,"DPRD Kota Tegal mendesak Pemda setempat menghentikan sementara proyek revitalisasi Jalan Ahmad Yani menjadi city walk. Pekerjaan senilai Rp 9 miliar itu sudah dimulai meski belum ada studi kelayakan. #Nusantara #AdadiKompas @Kristilusia

https://t.co/8GRO15ZHO8",-1,-1,1,-1
2021-10-19,"Kota Tegal kini menerapkan PPKM level 1. Kegiatan masyarakat tetap dibatasi dengan pelonggaran, simak di sini aturan terbarunya. https://t.co/SCkJHsCw0W",-1,-1,1,-1
2021-10-27,"Badan Amil Zakat Nasional (Baznas) Kota Tegal bersama Majelis Ulama Indonesia (MUI) Kota Tegal merealisasikan program nasional ""Kita Jaga Kiai"". #publisherstory https://t.co/dDRjzH80Xw",-1,-1,-1,-1
2021-10-28,"Secara simbolis Taman Pancasila dibuka oleh Wali Kota Tegal, Dedy Yon Supriyono bersama Deputy Eksekutif Fast Presiden KAI Daop IV Semarang Setio Rini. #publisherstory https://t.co/LhCbLqAP2X",-1,-1,1,-1
2021-10-22,"Tarmi (102), lansia tertua di Kota Tegal,Jateng berhasil divaksin dosis pertama dan kedua setelah belasan kali mengikuti penapisan. Antusiasme warga seperti Tarmi diperlukan untuk mencapai target kekebalan komunal. #Nusantara #AdadiKompas 
https://t.co/JsHQsdB5v8",-1,-1,-1,-1
2021-10-19,"Capain vaksinasi yang melebihi target pemerintah membuat Kota Tegal menjadi satu dari dua daerah yang menerapkan PPKM level 1 di Jawa Tengah. Pengawasan protokol kesehatan tatap dilakukan seiring dengan pelonggaran. #Nusantara #AdadiKompas @Kristilusia

https://t.co/iIgD2mKs9F",-1,-1,-1,-1
2021-10-07,"DITPOLAIR Baharkam Mabes Polri membongkar penyelundupan BBM bersubsidi di Kota Tegal, Jawa Tengah. Polisi meringkus dua orang tersangka dengan barang bukti 22 unit kendaraan pengangkut solar bersubsidi.  https://t.co/lKKbEGghTs",-1,-1,-1,-1
2021-10-08,"18.58 #BeritaSONORA - Sebanyak 108 sekolah pendidikan anak usia dini (PAUD) dan taman kanak-kanak (TK) di Kota Tegal, Jateng, akan menggelar PTM pekan depan. https://t.co/zzYAOL0yVi
via @kompascom",-1,1,-1,-1
2021-11-02,"Telah hilang mobil Layanan Khidmat PKS Kota Tegal
Mobil:Avanza Veloz Putih 
Nopol: H9392HF
Waktu : Antara pukul 21:00 sampai Subuh
Tempat terakhir : BTN Bumi Abdi Negara Pegagan Palimanan Kab Cirebon
Mohon info jika melihat https://t.co/D4msGBH42P",-1,-1,-1,-1
2021-11-01,"Telah hilang mobil layanan PKS Kota Tegal jenis Avanza Veloz Putih (sebagian ada branding PKS oranye)
Plat nomor : H9392HF
Waktu : Antara pukul 21:00 sampai Subuh
Tempat terakhir : BTN Bumi Abdi Negara Pegagan Palimanan Kab Cirebon
Mohon info jika melihat, hub 089603636636 https://t.co/WOQxOmHEKt",-1,-1,-1,-1
2021-11-02,"Mobil punya dpd kota tegal @pkstegal yg biasa buat ngelayanin masyarakat di curi orang ni. Hari ini terlihat melintas di grobogan. Bantu RT gaes 
Cc @PKSejahtera https://t.co/KtkfDTX1jY",-1,-1,-1,-1
2021-11-25,"Sampai hari ketiga genangan air hujan masih belum surut. #RelawanPKS PKS Kota Tegal @PKSjateng masih lakukan Aksi Tanggap Bencana.

Distribusi makanan masih terus dilakukan. Setidaknya setiap pagi PKS menyalurkan 400 paket nasi bungkus. https://t.co/vIh9q7YZT3",-1,-1,-1,-1
2021-11-24,"7 (Tujuh) DPD Partai Ummat Se-karesidenan Pekalongan yang meliputi Brebes, Tegal kota dan Kabupaten, Pekalongan Kota dan Kabupaten serta Kabupaten Cilacap dan banyumas mengikuti pembekalan dan pelatihan TIM IT DPD Partai Ummat pada hari Ahad, 21 Nov 2021 di aula PDM kab. Brebes. https://t.co/1wjBIE0ytz",-1,-1,-1,-1
2021-11-19,"NU PEDULI Kota Tegal yang mewadahi relawan NU baik dari BAGANA, LPBINU dan lembaga Banom NU lainnya, dalam Giat Penanganan Korban Angin Puting Beliung di Ranting Peskid, TegalBarat Kota Tegal @muzamilmahmud @PPLPBINU @pwlpbinujateng @BpbdTegalKota @nucarelazisnu @nujateng https://t.co/HxB6UmlbGj",-1,-1,1,-1
2021-11-25,"Rujak Teplak Bu Kapsah, memang sangat sulit sekali untuk tidak membelinya saat mampir ke Toko Mitra Kota Tegal. Sayurannya banyak, ada kangkung, lembayung, tauge, pare, timun, kubis, tahu gambir, jantung pisang, dll. 

Buka dari jam 9 -3 sore. https://t.co/6l0LJobxt2",-1,-1,-1,1
2021-11-06,Terima kasih KK @nabiylarisfa bukunya sudah mendarat di kota tegal https://t.co/ekYjCcWXoR,-1,-1,-1,-1
2021-11-26,"Bahu-membahu bantu mereka yang membutuhkan

DPC Partai Demokrat Tegal Timur, menyalurkan bantuan kemanusiaan kepada masyarakat terdampak banjir di Kecamatan Margadana, Kota Tegal. 

#DemokratPeduliDanBerbagi https://t.co/f6nxIFEPfh",-1,-1,-1,-1
2021-11-21,@TedHilbert kota tegal zero covid per hari ini: https://t.co/uvW9l2WIvT,1,-1,-1,-1
2021-11-25,NU PEDULI Kota Tegal bersama elemen terkait terjun dalam giat evakuasi dan distribusi logistik dalm penanganan banjir di Kota Tegal. Dapur Umum NU Peduli masih dibuka di kecamatan Margadana. @Ubaidullah_Sdq @muzamilmahmud @PPLPBINU @pwlpbinujateng @bpbdjateng @BpbdTegalKota https://t.co/zyJEyU7i4O,-1,-1,1,-1
2021-11-17,"14 kapal nelayan di dock galangan Kota Tegal terbakar, Rabu (17/11) dini hari WIB. Api mulai menjalar sejak pkl 01.30 dan dgn cepat menghanguskan kapal2 di sebelahnya.

Turut berduka utk nelayan Tegal https://t.co/LMlB2vgulr",-1,-1,1,-1
2021-11-30,"Protes Penutupan Alun-alun Kota Tegal, Warga Bongkar Paksa Portal
https://t.co/qSomHekDKe",-1,-1,-1,-1
2021-11-23,LAZISMU KOTA TEGAL peduli korban banjir di wilayah kota Tegal https://t.co/5b2CayHW15,-1,-1,1,-1
2021-11-01,"@RiriFebria3 @BuKasunNdeso @patio9eneral @warfazir Kota tegal level 1, 0 covid ☺️",-1,-1,-1,-1
2021-11-19,"Lima Atlet Pencak Silat Kota Tegal Raih Medali Kejuaraan ""Dulongmas""

Ketua DPC PDI Perjuangan yang juga Ketua Ikatan Pencak Silat Indonesia (IPSI) Kota Tegal, H Edy Suripno mengapresiasi kepada lima atlet pencak silat asal Kota Tegal

#PDIPerjuangan 
#SolidBergerak https://t.co/WjUxdDaGim",-1,-1,-1,-1
2021-11-28,"- Panti Asuhan Putri Aisyiyah Kota Tegal
010101005388508 BRI an. Panti Asuhan Putri Aisyiyah

- Panti Asuhan Putra Yayasan Muhammadiyah Kota Tegal
010101010797506
BRI an. PAY muhammadiyah kota tegal https://t.co/DZWZ8aMSqf",-1,-1,-1,-1
2021-11-22,"@IndosatOoredoo sinyal indosat di pantura kota tegal kenapa lemot sekali. Jarang 4G. Seringnya sinyal H+
TOLONG DIPERBAIKI JARINGAN INDOSAT DI KOTA TEGAL KHUSUSNYA DI PANTURA. MAKASIH",-1,-1,-1,-1
2021-11-29,"Tuntut Junimart Girsang Minta Maaf, Pemuda Pancasila Kota Tegal Singgung Isu PKI
https://t.co/BW942iWGdi",-1,-1,-1,-1
2021-11-03,@nazaqistsha @paijodirajo @OnalAjah Selamat dan sukses buat kawan2 IM57+insitute semoga selalu menjaga integritas dan berjuang untuk kemakmuran rakyat indonesia  ..Aamiin.Semoga tahun depan ada kawan perwakilan IM57 bisa hadir diacara kami di kota tegal,-1,-1,-1,-1
2021-11-29,"Kapolres Tegal Kota Ajun Komisaris Besar Polisi Rahmad Hidayat, S.S, menghadiri kegiatan upacara dalam rangka memperingati Hari Korps Pegawai Republik Indonesia (Korpri) ke-50 tingkat Kota Tegal bertempat di Lapangan Tegal Selatan Kota Tegal.
. https://t.co/L1UYHP5tYZ",-1,-1,1,-1
2021-11-17,"diperkirakan 15 kapal terbakar,dari jam 01:30 pagi sampai sekarang pun masih ada dampkar bolak-balik diarea kota tegal",-1,-1,-1,-1
2021-11-12,"Billboard
10m x 5m Vertikal
Front Light
Jl. Kol. Sugiyono (B) View Menuju Alun-Alun Kota Tegal
Kota Tegal - Jawa Tengah
https://t.co/L5PwpFftW8 https://t.co/6qyOxBbu2k",1,-1,-1,-1
2021-11-27,"Sabtu Semangat lur.
Kerja Bakti Sal.Sek Lemahduwur D.I Pesayangan

Kel.Tunon
Kec.Tegal Selatan
Kota.Tegal

Kolaborasi:
Korpokla Wil. Cagung
Polresta Tegal
Babinkabtimas &amp; Babinsa Kec.Tegal Selatan
Petugas Kebersihan
Warga

@ganjarpranowo
@dpusdatarujtg
@ekoyunianto1055
@erdete66 https://t.co/0MVTyyGNPl",-1,-1,-1,-1
2021-11-09,"Kejar Herd Immunity, Babinsa Kodim Tegal Blusukan Jemput Bola Vaksinasi Covid-19 di Kota Tegal https://t.co/iVddzC4Qsy",-1,-1,1,-1
2021-11-30,"Protes Penutupan Alun-alun Kota Tegal, Warga Bongkar Paksa Portal
https://t.co/o9AdiTe7HU",-1,-1,-1,-1
2021-11-28,"Kepala Disnakerin Kota Tegal, Heru Setyawan sbg penyelenggara menyampaikan bahwa Gelar Produk ini bukan sekedar tempat untuk berjualan, tetapi terutama sebagai ajang pembuktian diri IKM Kota Tegal apakah sudah berhasil meningkatkan ""value added"" produknya dlm kurun satu tahun ini https://t.co/QhVmNGkTeM",-1,-1,-1,-1
2021-11-25,@__Sridiana_3va @Malik234072802 Saya di kota Tegal kok baru tau yaa ada mobil hilang,-1,-1,1,-1
2021-11-30,"Rancangan Peraturan Daerah Kota Tegal tentang APBD Kota Tegal Tahun Anggaran 2022 ditetapkan menjadi Peraturan Daerah Kota Tegal dalam Rapat Paripurna DPRD Kota Tegal di Ruang Paripurna DPRD Kota Tegal, Selasa (30/11) siang.

Selengkapnya di https://t.co/WJRn10KYiG https://t.co/ZqwZ8CV3l1",-1,-1,1,-1
2021-11-18,"Asik ketemu lagi! Lewat kegiatan Jemput Bola, Disdukcapil Kota Tegal terus meningkatkan pelayanan untuk masyarakat Kota Tegal tercinta 😁😁👦👧 https://t.co/2cH78N8t9L",-1,-1,1,-1
2021-11-18,Sidang Pleno Dewan Pengupahan Kota Tegal Perhitungan Upah Minimum Kota Tegal Tahun 2022 bertempat di Hotel Riez Palace kota Tegal Tanggal 18 November 2021 bersama walikota Tegal pak Dedy Yon supriyono @ Riez Palace Hotel https://t.co/VXGMwyzJYZ,-1,-1,-1,-1
2021-11-11,"Warga Kota Tegal, Jawa Tengah digegerkan dengan penemuan mayat bayi tanpa kepala. https://t.co/gx4cGPAH0j",-1,-1,-1,-1
2021-11-29,"Tuntut Junimart Girsang Minta Maaf, Pemuda Pancasila Kota Tegal Singgung Isu PKI
https://t.co/73csOuzNpC",-1,-1,-1,-1
2021-11-29,"🌈 PANTAI MUARA ANYAR 🏖️ Kel. Muarareja kec. Tegal barat KOTA TEGAL , berharap adanya dukungan dan respon dari dinas terkait untuk kemajuan daerah maupun lingkungannya 🙏
@sandiuno
@ganjarpranowo
@disporaparjtg
@PemkotTegal
@pariwisatategal https://t.co/gO9Te4ngMI",1,-1,-1,-1
2021-11-22,"Disdukcapil Kota Tegal selalu berupaya untuk terus meningkatkan pelayanan kepada warga Kota Tegal, dengan Dukcapil Go Digital diharapkan semakin memberikan kemudahan dan kenyamanan dalam pengurusan Dokumen Kependudukan dan Pencatatan Sipil https://t.co/MBxhrKgi5d",-1,-1,-1,-1
2021-11-18,Polda Jateng Kirim Tim Labfor Selidiki Kebakaran 13 Kapal Di Kota Tegal. https://t.co/om65sysr5G,-1,-1,1,-1
2021-11-17,"Kebakaran kapal nelayan di Tegal terjadi di kawasan pelabuhan PT Pelindo Kota Tegal, Rabu (17/11/2021) sekitar pukul 02.00 WIB.
Diperkirakan sekitar 10 kapal terbakar 😲 https://t.co/7NVv8ph0s3",-1,-1,1,-1
2021-11-28,"Yuk dukung program kebaikan NU Care-LAZISNU Kota Tegal melalui :

Mandiri 1390015920634
a.n Lazisnu Kota Tegal
Bank Jateng 3004089277
a.n LAZISNU KOTA TEGAL

Narahubung 082226197798

#NUCare #LAZISNU #NUPeduliBencana #Banjir #DapurUmum https://t.co/91nbNynquZ",-1,-1,-1,-1
2021-11-24,"Bantu Sesama Korban Banjir di Kota Tegal, Warga Buka Dapur Umum https://t.co/qjY7c5mJeA",-1,-1,1,-1
2021-11-16,"Polisi meringkus seorang paman di Kota Tegal, Jawa Tengah, yang tega mencabuli keponakan yang masih di bawah umur. https://t.co/KmYJ5YVXU5",-1,-1,1,-1
2021-11-17,"Cegah Stunting, Ratna Jelaskan Pentingnya Hidup Bersih dan Pemenuhan Gizi

Wakil Ketua TP PKK Kota Tegal, Hj. Ratna menjelaskan upaya pencegahan stunting pada anak mulai dari perilaku hidup bersih, sehat, dan pemenuhan gizi yang baik.

#PDIPerjuangan 
#SolidBergerak https://t.co/Pjeid7Iqal",-1,-1,-1,-1
2021-11-19,VIDEO: Viral Belasan Kapal Terbakar di Kota Tegal https://t.co/zU8OnFFssq,-1,-1,1,-1
2021-11-17,"Peristiwa kebakaran hebat melanda galangan kapal di Jalan Bali, Kota Tegal, Jawa Tengah, Rabu (17/11/2021). https://t.co/q6dglC7rNH",-1,-1,1,-1
